case_id,rank,frame,doppler_index,range_index,range_m,velocity_mps,cell_power_linear,scenario_id,pfa,training_doppler,training_range,guard_doppler,guard_range,valid_for_cfar,noise_linear,threshold_linear,power_to_threshold_db,local_max,above_threshold,local_maximum,would_detect
ss3_upper,3,22,30,2,3.5131928671875,-0.6083450852272727,1057434.625,pfa1e4_train2,0.0001,2,2,1,1,False,,,,,False,False,False
ss3_upper,3,22,30,2,3.5131928671875,-0.6083450852272727,1057434.625,pfa1e2_train4,0.01,4,4,1,1,False,,,,,False,False,False
ss3_upper,3,22,30,2,3.5131928671875,-0.6083450852272727,1057434.625,pfa1e3_train4,0.001,4,4,1,1,False,,,,,False,False,False
ss3_upper,3,22,30,2,3.5131928671875,-0.6083450852272727,1057434.625,pfa1e4_train4,0.0001,4,4,1,1,False,,,,,False,False,False
ss3_upper,3,22,30,2,3.5131928671875,-0.6083450852272727,1057434.625,pfa1e2_train8,0.01,8,8,2,2,False,,,,,False,False,False
ss3_upper,3,22,30,2,3.5131928671875,-0.6083450852272727,1057434.625,pfa1e3_train8,0.001,8,8,2,2,False,,,,,False,False,False
ss3_upper,3,22,30,2,3.5131928671875,-0.6083450852272727,1057434.625,pfa1e4_train8,0.0001,8,8,2,2,False,,,,,False,False,False
ss3_upper,4,22,31,2,3.5131928671875,-0.30417254261363635,928410.25,pfa1e2_train2,0.01,2,2,1,1,False,,,,,False,False,False
ss3_upper,4,22,31,2,3.5131928671875,-0.30417254261363635,928410.25,pfa1e3_train2,0.001,2,2,1,1,False,,,,,False,False,False
ss3_upper,4,22,31,2,3.5131928671875,-0.30417254261363635,928410.25,pfa1e4_train2,0.0001,2,2,1,1,False,,,,,False,False,False
ss3_upper,4,22,31,2,3.5131928671875,-0.30417254261363635,928410.25,pfa1e2_train4,0.01,4,4,1,1,False,,,,,False,False,False
ss3_upper,4,22,31,2,3.5131928671875,-0.30417254261363635,928410.25,pfa1e3_train4,0.001,4,4,1,1,False,,,,,False,False,False
ss3_upper,4,22,31,2,3.5131928671875,-0.30417254261363635,928410.25,pfa1e4_train4,0.0001,4,4,1,1,False,,,,,False,False,False
ss3_upper,4,22,31,2,3.5131928671875,-0.30417254261363635,928410.25,pfa1e2_train8,0.01,8,8,2,2,False,,,,,False,False,False
ss3_upper,4,22,31,2,3.5131928671875,-0.30417254261363635,928410.25,pfa1e3_train8,0.001,8,8,2,2,False,,,,,False,False,False
ss3_upper,4,22,31,2,3.5131928671875,-0.30417254261363635,928410.25,pfa1e4_train8,0.0001,8,8,2,2,False,,,,,False,False,False
ss3_upper,5,13,30,2,3.5131928671875,-0.6083450852272727,914664.0625,pfa1e2_train2,0.01,2,2,1,1,False,,,,,False,False,False
ss3_upper,5,13,30,2,3.5131928671875,-0.6083450852272727,914664.0625,pfa1e3_train2,0.001,2,2,1,1,False,,,,,False,False,False
ss3_upper,5,13,30,2,3.5131928671875,-0.6083450852272727,914664.0625,pfa1e4_train2,0.0001,2,2,1,1,False,,,,,False,False,False
ss3_upper,5,13,30,2,3.5131928671875,-0.6083450852272727,914664.0625,pfa1e2_train4,0.01,4,4,1,1,False,,,,,False,False,False
ss3_upper,5,13,30,2,3.5131928671875,-0.6083450852272727,914664.0625,pfa1e3_train4,0.001,4,4,1,1,False,,,,,False,False,False
ss3_upper,5,13,30,2,3.5131928671875,-0.6083450852272727,914664.0625,pfa1e4_train4,0.0001,4,4,1,1,False,,,,,False,False,False
ss3_upper,5,13,30,2,3.5131928671875,-0.6083450852272727,914664.0625,pfa1e2_train8,0.01,8,8,2,2,False,,,,,False,False,False
ss3_upper,5,13,30,2,3.5131928671875,-0.6083450852272727,914664.0625,pfa1e3_train8,0.001,8,8,2,2,False,,,,,False,False,False
ss3_upper,5,13,30,2,3.5131928671875,-0.6083450852272727,914664.0625,pfa1e4_train8,0.0001,8,8,2,2,False,,,,,False,False,False
